Delivery_ID,Date,Region,Product_Type,Quantity_kg,Distance_km,Vehicle_Type,Weather,Traffic_Level,Logistics_Partner,Temperature_C,Predicted_Time_hr,Delivery_Time_hr,Delay_Min,Fuel_Efficiency_km_per_litre,Fuel_Cost_USD,Customer_Rating,Delivery_Status,Payment_Status
7585,17/11/2023,Enugu,Fresh Fish,558,774,Truck,Stormy,High,FishFleet,31.8,12.79,16.1,198.6,8.63,125.56,1,Delayed,Paid
7586,27/02/2023,Enugu,Frozen Fish,664,620,Motorcycle,Sunny,Low,EcoMove,31.5,9.47,9.47,0,10.35,83.86,4.8,On-Time,Paid
7587,26/06/2023,Port Harcourt,Frozen Fish,224,278,Truck,Rainy,Medium,FishFleet,31.2,5.92,6.82,54,7.52,51.76,2.8,Delayed,Paid
7588,02/03/2024,Enugu,Frozen Fish,1284,685,Van,Rainy,Low,EcoMove,27.5,9.84,10.87,61.8,4.74,202.32,3,Delayed,Paid
7589,11/11/2024,Benin,Frozen Fish,1326,735,Truck,Sunny,Medium,EcoMove,25.8,18.09,18.09,0,11.57,88.94,5,On-Time,Paid
7590,22/08/2023,Kaduna,Frozen Fish,1427,127,Truck,Sunny,Low,FishFleet,26.2,2.56,2.56,0,8.9,19.98,5,On-Time,Pending
7591,05/06/2024,Kaduna,Frozen Fish,1391,744,Van,Rainy,High,EcoMove,34.9,12.84,14.74,114,6.46,161.24,1.3,Delayed,Paid
7592,01/08/2024,Kaduna,Frozen Fish,1439,507,Van,Sunny,Medium,EcoMove,28,9.43,9.43,0,8.03,88.39,5,On-Time,Paid
7593,25/07/2024,Kano,Frozen Fish,1227,171,Van,Rainy,Low,MarineXpress,27.3,2.64,3.9,75.6,5.73,41.78,1.6,Delayed,Paid
7594,04/09/2023,Ibadan,Frozen Fish,1369,670,Motorcycle,Sunny,High,BlueWave Logistics,33.3,10.26,12.63,142.2,7.36,127.45,1,Delayed,Paid
7595,26/09/2023,Benin,Fresh Fish,995,463,Truck,Sunny,High,FishFleet,26.7,10.74,11.61,52.2,10.55,61.44,3,Delayed,Paid
7596,13/03/2023,Benin,Frozen Fish,1001,620,Truck,Rainy,Low,BlueWave Logistics,33.7,10.03,11.16,67.8,4.09,212.22,3.3,Delayed,Paid
7597,23/10/2024,Enugu,Frozen Fish,414,519,Van,Rainy,Medium,MarineXpress,37.8,8.68,10.41,103.8,11.82,61.47,1,Delayed,Paid
7598,23/01/2024,Lagos,Frozen Fish,983,693,Truck,Rainy,Low,MarineXpress,25.7,10.58,11.75,70.2,9.49,102.23,2.8,Delayed,Paid
7599,10/11/2023,Kaduna,Fresh Fish,1414,32,Van,Sunny,Low,EcoMove,33.4,0.66,0.66,0,10.34,4.33,5,On-Time,Paid
7600,23/07/2024,Port Harcourt,Fresh Fish,315,148,Motorcycle,Rainy,Medium,EcoMove,33.3,2.18,3.08,54,4.71,43.99,3.7,Delayed,Paid
7601,19/07/2023,Benin,Frozen Fish,224,487,Van,Rainy,Low,FishFleet,27.4,11.51,13.31,108,11.91,57.25,1.5,Delayed,Paid
7602,30/01/2024,Benin,Fresh Fish,1032,127,Van,Sunny,Low,FishFleet,37.9,1.86,1.86,0,11.52,15.43,5,On-Time,Paid
7603,23/02/2024,Lagos,Frozen Fish,557,120,Van,Sunny,Medium,MarineXpress,27.4,1.8,1.8,0,6.34,26.5,5,On-Time,Paid
7604,12/06/2024,Enugu,Frozen Fish,1437,26,Truck,Sunny,High,FishFleet,33.5,0.55,1.38,49.8,11.83,3.08,3.1,Delayed,Paid
7605,07/11/2023,Benin,Frozen Fish,300,340,Van,Sunny,Medium,FishFleet,28.5,8.49,8.49,0,9.56,49.79,5,On-Time,Paid
7606,16/07/2023,Benin,Frozen Fish,568,613,Truck,Sunny,High,FishFleet,27.2,14.52,16.68,129.6,11.07,77.52,1,Delayed,Paid
7607,07/09/2024,Ibadan,Fresh Fish,535,337,Truck,Sunny,High,EcoMove,34.6,5.19,7.18,119.4,5.77,81.77,2.1,Delayed,Paid
7608,28/02/2023,Lagos,Frozen Fish,246,53,Van,Sunny,Medium,MarineXpress,24.8,1.01,1.01,0,6.58,11.28,5,On-Time,Paid
7609,08/12/2023,Port Harcourt,Fresh Fish,1348,513,Motorcycle,Sunny,Low,EcoMove,28.1,8.55,8.55,0,11.97,60,4.8,On-Time,Paid
7610,12/11/2024,Port Harcourt,Frozen Fish,1439,288,Truck,Rainy,Medium,BlueWave Logistics,26.7,4.75,6.41,99.6,8.02,50.27,1,Delayed,Paid
7611,11/01/2023,Enugu,Frozen Fish,1052,240,Van,Sunny,Medium,EcoMove,23.8,3.95,3.95,0,6.97,48.21,4.9,On-Time,Paid
7612,16/10/2024,Enugu,Frozen Fish,1071,404,Van,Rainy,Medium,BlueWave Logistics,33,9.99,10.42,25.8,10.65,53.11,4.4,Delayed,Pending
7613,05/05/2023,Kaduna,Frozen Fish,304,68,Motorcycle,Sunny,Low,EcoMove,26,1.6,1.6,0,4.2,22.67,4.6,On-Time,Paid
7614,19/02/2023,Ibadan,Fresh Fish,1159,192,Truck,Sunny,Medium,MarineXpress,28.9,3.93,3.93,0,8.53,31.51,4.9,On-Time,Pending
7615,21/02/2023,Enugu,Fresh Fish,917,198,Motorcycle,Sunny,High,MarineXpress,31.3,3.2,3.78,34.8,10.03,27.64,2.9,Delayed,Paid
7616,20/04/2024,Ibadan,Frozen Fish,230,30,Motorcycle,Sunny,Medium,FishFleet,28,0.54,0.54,0,7.13,5.89,5,On-Time,Paid
7617,09/10/2023,Kaduna,Frozen Fish,198,174,Van,Sunny,Low,MarineXpress,33.8,3.16,3.16,0,10.56,23.07,4.9,On-Time,Paid
7618,30/04/2024,Port Harcourt,Frozen Fish,1411,391,Van,Rainy,Medium,FishFleet,32.8,8.02,8.62,36,6.8,80.5,3.2,Delayed,Paid
7619,06/11/2024,Lagos,Fresh Fish,663,624,Truck,Rainy,Low,BlueWave Logistics,23.9,10.16,11.84,100.8,8.7,100.41,1.6,Delayed,Paid
7620,05/03/2024,Benin,Frozen Fish,1164,281,Van,Sunny,Medium,BlueWave Logistics,29.7,5.65,5.65,0,6.26,62.84,5,On-Time,Paid
7621,11/04/2023,Benin,Frozen Fish,598,714,Truck,Sunny,Medium,BlueWave Logistics,29.8,12.7,12.7,0,9.7,103.05,5,On-Time,Paid
7622,04/12/2024,Kano,Frozen Fish,1122,201,Motorcycle,Rainy,Low,MarineXpress,30.6,3.27,3.94,40.2,7.91,35.58,4.1,Delayed,Paid
7623,07/07/2024,Kano,Frozen Fish,1112,28,Truck,Rainy,Medium,FishFleet,24.2,0.48,0.86,22.8,6.54,5.99,4,Delayed,Paid
7624,13/09/2024,Kano,Fresh Fish,604,259,Truck,Stormy,High,BlueWave Logistics,25.6,5.42,8.18,165.6,10.57,34.3,1,Delayed,Paid
7625,07/02/2023,Benin,Frozen Fish,1279,581,Motorcycle,Sunny,Medium,FishFleet,31.2,10.24,10.24,0,5.53,147.09,5,On-Time,Paid
7626,20/10/2024,Ibadan,Fresh Fish,1071,795,Van,Sunny,Medium,MarineXpress,26,15.61,15.61,0,7.72,144.17,5,On-Time,Paid
7627,16/01/2023,Kano,Fresh Fish,275,596,Truck,Sunny,Low,BlueWave Logistics,32,14.43,14.43,0,5.08,164.25,4.6,On-Time,Paid
7628,26/02/2023,Lagos,Fresh Fish,487,12,Truck,Sunny,Medium,FishFleet,31.5,0.26,0.26,0,7.91,2.12,5,On-Time,Paid
7629,21/12/2023,Enugu,Fresh Fish,81,561,Van,Rainy,Medium,BlueWave Logistics,27.5,9.17,10.37,72,7.63,102.94,3,Delayed,Paid
7630,12/04/2023,Ibadan,Fresh Fish,1168,477,Truck,Sunny,Low,BlueWave Logistics,29.7,8.69,8.69,0,5.64,118.4,5,On-Time,Paid
7631,17/03/2024,Benin,Frozen Fish,51,370,Truck,Rainy,Medium,EcoMove,25.9,7.86,8.17,18.6,6.54,79.2,3.7,Delayed,Pending
7632,06/10/2024,Lagos,Frozen Fish,352,655,Van,Sunny,High,FishFleet,28.3,15.76,16.67,54.6,5.78,158.65,2.7,Delayed,Paid
7633,12/03/2023,Port Harcourt,Frozen Fish,536,573,Truck,Sunny,Medium,MarineXpress,37.6,10.79,10.79,0,12,66.85,4.5,On-Time,Paid
7634,21/03/2023,Benin,Frozen Fish,660,16,Truck,Sunny,Medium,FishFleet,31.8,0.32,0.32,0,11.3,1.98,5,On-Time,Paid
7635,16/12/2024,Ibadan,Frozen Fish,439,76,Truck,Sunny,Low,EcoMove,34.4,1.48,1.48,0,11.71,9.09,5,On-Time,Paid
7636,12/02/2023,Ibadan,Frozen Fish,779,67,Truck,Sunny,Medium,BlueWave Logistics,28.6,1.38,1.38,0,7.4,12.68,4.6,On-Time,Paid
7637,22/04/2024,Ibadan,Frozen Fish,783,167,Van,Rainy,Low,MarineXpress,26.5,2.41,4.06,99,4.64,50.39,1.5,Delayed,Pending
7638,28/02/2023,Kaduna,Frozen Fish,1370,554,Van,Stormy,Medium,MarineXpress,34.4,8.61,9.55,56.4,5.57,139.25,2.1,Delayed,Paid
7639,04/01/2024,Enugu,Fresh Fish,561,281,Van,Sunny,Low,EcoMove,29.3,5.69,5.69,0,9.38,41.94,5,On-Time,Pending
7640,02/09/2023,Kano,Fresh Fish,859,567,Van,Sunny,Low,MarineXpress,27.7,10.1,10.1,0,4.19,189.45,5,On-Time,Paid
7641,27/03/2024,Kaduna,Fresh Fish,1039,406,Van,Sunny,Medium,FishFleet,32.9,7.13,7.13,0,9.09,62.53,4.7,On-Time,Paid
7642,01/01/2023,Enugu,Frozen Fish,633,510,Van,Sunny,Low,BlueWave Logistics,31.7,10.99,10.99,0,8.47,84.3,4.6,On-Time,Paid
7643,21/09/2023,Benin,Frozen Fish,1298,670,Van,Sunny,Low,FishFleet,23.4,10.6,10.6,0,11.2,83.75,5,On-Time,Paid
7644,19/09/2024,Kano,Frozen Fish,699,536,Truck,Sunny,High,EcoMove,32.6,8.12,10.42,138,6.61,113.52,1,Delayed,Paid
7645,20/01/2024,Port Harcourt,Frozen Fish,1283,797,Motorcycle,Stormy,Low,BlueWave Logistics,29.6,13.65,14.13,28.8,8.15,136.91,4.5,Delayed,Pending
7646,08/11/2023,Kaduna,Frozen Fish,1185,483,Van,Stormy,High,EcoMove,29.8,7.32,8.39,64.2,6.82,99.15,3.3,Delayed,Paid
7647,06/09/2024,Kaduna,Fresh Fish,789,214,Motorcycle,Sunny,Low,EcoMove,29.7,3.71,3.71,0,11.88,25.22,5,On-Time,Paid
7648,06/05/2023,Lagos,Fresh Fish,552,468,Truck,Sunny,High,EcoMove,25.7,8.21,9.19,58.8,6.62,98.97,3.5,Delayed,Paid
7649,27/10/2023,Port Harcourt,Frozen Fish,380,249,Truck,Sunny,Low,BlueWave Logistics,26.8,4.49,4.49,0,11.87,29.37,5,On-Time,Paid
7650,23/07/2024,Port Harcourt,Fresh Fish,441,433,Motorcycle,Sunny,Low,EcoMove,29.2,8.33,8.33,0,5,121.24,5,On-Time,Paid
7651,26/07/2024,Kaduna,Fresh Fish,818,252,Van,Rainy,Low,MarineXpress,32.8,4.44,5.43,59.4,10.32,34.19,3.4,Delayed,Paid
7652,11/10/2024,Ibadan,Fresh Fish,758,790,Van,Sunny,Medium,MarineXpress,31.9,11.53,11.53,0,9.04,122.35,4.2,On-Time,Pending
7653,16/03/2023,Benin,Frozen Fish,500,52,Van,Rainy,Low,FishFleet,26.7,0.78,1.41,37.8,5.25,13.87,3.4,Delayed,Paid
7654,13/11/2023,Port Harcourt,Fresh Fish,332,18,Truck,Stormy,Medium,EcoMove,29.3,0.33,1.91,94.8,8.2,3.07,2.2,Delayed,Pending
7655,21/07/2023,Kaduna,Frozen Fish,414,395,Van,Rainy,Medium,MarineXpress,27.4,8.76,10.43,100.2,6.55,84.43,1.5,Delayed,Paid
7656,02/09/2023,Ibadan,Frozen Fish,238,768,Truck,Sunny,Medium,EcoMove,30.7,14.61,14.61,0,8.05,133.57,5,On-Time,Pending
7657,18/04/2024,Enugu,Fresh Fish,174,682,Motorcycle,Sunny,Medium,FishFleet,27.5,11.18,11.18,0,11.19,85.33,5,On-Time,Pending
7658,29/06/2023,Enugu,Frozen Fish,989,117,Van,Sunny,Medium,FishFleet,30.6,2.67,2.67,0,11.65,14.06,5,On-Time,Pending
7659,24/12/2024,Port Harcourt,Fresh Fish,536,68,Truck,Rainy,Low,MarineXpress,34.1,1.36,2.96,96,9.8,9.71,2.2,Delayed,Paid
7660,23/10/2023,Ibadan,Fresh Fish,985,289,Motorcycle,Sunny,Medium,BlueWave Logistics,29.8,4.47,4.47,0,11.12,36.38,4.7,On-Time,Paid
7661,17/08/2023,Lagos,Frozen Fish,956,91,Motorcycle,Sunny,Medium,BlueWave Logistics,21,1.69,1.69,0,6.64,19.19,4.6,On-Time,Paid
7662,16/04/2024,Lagos,Frozen Fish,926,499,Van,Stormy,Low,BlueWave Logistics,30.7,9.16,9.82,39.6,7.18,97.3,3,Delayed,Paid
7663,11/05/2023,Enugu,Frozen Fish,700,750,Van,Sunny,Medium,MarineXpress,27.4,14.67,14.67,0,9.03,116.28,4.8,On-Time,Paid
7664,05/01/2023,Benin,Frozen Fish,663,253,Motorcycle,Sunny,Low,MarineXpress,25.2,4.22,4.22,0,11.38,31.12,5,On-Time,Paid
7665,06/11/2023,Kaduna,Frozen Fish,1384,629,Van,Sunny,Medium,FishFleet,28.7,12.94,12.94,0,7.76,113.48,5,On-Time,Paid
7666,17/11/2023,Port Harcourt,Frozen Fish,457,230,Van,Sunny,High,MarineXpress,32.7,5.51,6.35,50.4,9.04,35.62,3.7,Delayed,Paid
7667,29/05/2023,Port Harcourt,Frozen Fish,1391,187,Van,Sunny,Low,FishFleet,34.8,2.78,2.78,0,7.16,36.56,5,On-Time,Pending
7668,13/07/2023,Enugu,Fresh Fish,1220,85,Van,Stormy,Low,BlueWave Logistics,27.8,1.95,3.14,71.4,10.01,11.89,3,Delayed,Paid
7669,15/09/2024,Enugu,Frozen Fish,550,791,Motorcycle,Sunny,Medium,BlueWave Logistics,30.4,12.88,12.88,0,5.78,191.59,4.9,On-Time,Paid
7670,17/04/2024,Ibadan,Fresh Fish,1425,390,Truck,Stormy,High,BlueWave Logistics,27.9,7.1,10.26,189.6,11.9,45.88,1,Delayed,Pending
7671,03/07/2023,Lagos,Frozen Fish,857,97,Van,Sunny,Medium,FishFleet,25.6,1.54,1.54,0,6.2,21.9,5,On-Time,Paid
7672,28/05/2023,Benin,Frozen Fish,407,710,Truck,Sunny,Medium,MarineXpress,27.9,11.49,11.49,0,6.53,152.22,5,On-Time,Paid
7673,31/05/2024,Ibadan,Fresh Fish,322,470,Van,Sunny,Medium,EcoMove,30.6,7.99,7.99,0,6.66,98.8,4.7,On-Time,Paid
7674,16/04/2024,Enugu,Frozen Fish,916,491,Truck,Rainy,Medium,FishFleet,29,11.62,12.74,67.2,5.3,129.7,3.3,Delayed,Paid
7675,27/09/2023,Kano,Fresh Fish,559,110,Motorcycle,Rainy,Medium,BlueWave Logistics,33,2.27,3.51,74.4,10.4,14.81,2.4,Delayed,Paid
7676,05/09/2024,Kaduna,Fresh Fish,1085,616,Truck,Sunny,Medium,FishFleet,31.6,11.66,11.66,0,6.25,137.98,5,On-Time,Paid
7677,15/05/2024,Enugu,Fresh Fish,1216,40,Truck,Sunny,High,EcoMove,29.6,0.98,1.88,54,4.87,11.5,3.1,Delayed,Paid
7678,03/11/2024,Ibadan,Frozen Fish,1240,700,Motorcycle,Stormy,Low,FishFleet,23.9,10.14,11.46,79.2,9.86,99.39,2.5,Delayed,Pending
7679,19/01/2023,Kano,Fresh Fish,318,153,Truck,Sunny,Medium,BlueWave Logistics,29.9,3.3,3.3,0,7.74,27.67,5,On-Time,Pending
7680,05/01/2023,Kano,Fresh Fish,143,741,Van,Rainy,Low,EcoMove,31.2,10.62,11.9,76.8,10.46,99.18,1.6,Delayed,Paid
7681,15/05/2023,Enugu,Frozen Fish,155,579,Motorcycle,Rainy,Low,EcoMove,26.7,12.47,13.32,51,10.11,80.18,3.3,Delayed,Paid
7682,05/09/2023,Benin,Fresh Fish,1386,390,Truck,Sunny,Medium,BlueWave Logistics,30.1,6.39,6.39,0,8.55,63.86,5,On-Time,Pending
7683,18/06/2023,Lagos,Frozen Fish,285,387,Truck,Sunny,Medium,MarineXpress,29.4,7.05,7.05,0,8.61,62.93,5,On-Time,Paid
7684,26/07/2024,Kano,Frozen Fish,109,206,Motorcycle,Sunny,Medium,FishFleet,35.4,4.24,4.24,0,5,57.68,5,On-Time,Paid
7685,21/02/2023,Port Harcourt,Frozen Fish,745,659,Van,Sunny,Low,FishFleet,34.5,10.66,10.66,0,11.53,80.02,4.8,On-Time,Paid
7686,30/07/2024,Kaduna,Frozen Fish,1482,450,Truck,Sunny,Medium,MarineXpress,25.7,7.92,7.92,0,5.63,111.9,4.3,On-Time,Paid
7687,19/06/2024,Ibadan,Frozen Fish,1433,272,Truck,Sunny,Low,EcoMove,31.6,4.55,4.55,0,4.92,77.4,4.5,On-Time,Paid
7688,01/08/2023,Ibadan,Frozen Fish,1306,263,Van,Sunny,Medium,MarineXpress,30.2,4.68,4.68,0,9.7,37.96,4.7,On-Time,Pending
7689,02/05/2023,Ibadan,Frozen Fish,997,258,Van,Sunny,High,FishFleet,33.5,6.08,8.22,128.4,11.89,30.38,1,Delayed,Pending
7690,15/04/2023,Port Harcourt,Frozen Fish,1174,269,Van,Rainy,Medium,BlueWave Logistics,29.7,3.89,4.75,51.6,9.81,38.39,3.6,Delayed,Paid
7691,27/04/2023,Enugu,Fresh Fish,794,434,Van,Stormy,Low,EcoMove,17.8,7.43,8.09,39.6,11.48,52.93,3.8,Delayed,Paid
7692,01/08/2024,Ibadan,Frozen Fish,136,558,Van,Rainy,Medium,FishFleet,27.4,8.85,10.38,91.8,9.27,84.27,1.7,Delayed,Paid
7693,18/10/2023,Port Harcourt,Fresh Fish,797,718,Motorcycle,Sunny,Low,MarineXpress,29.3,15.67,15.67,0,8.71,115.41,5,On-Time,Paid
7694,09/12/2023,Ibadan,Frozen Fish,1181,35,Truck,Rainy,Medium,EcoMove,27.9,0.6,1.38,46.8,4.92,9.96,3.5,Delayed,Pending
7695,09/09/2023,Kaduna,Fresh Fish,698,169,Motorcycle,Stormy,Low,MarineXpress,27.4,2.8,3.79,59.4,9.63,24.57,4,Delayed,Paid
7696,20/09/2024,Port Harcourt,Frozen Fish,426,783,Van,Sunny,High,EcoMove,25.5,14.68,15.19,30.6,11.7,93.69,4,Delayed,Paid
7697,02/09/2024,Lagos,Frozen Fish,436,705,Truck,Sunny,Medium,EcoMove,32.6,14.11,14.11,0,7.73,127.68,4.8,On-Time,Paid
7698,16/01/2023,Benin,Fresh Fish,112,287,Truck,Sunny,Medium,FishFleet,26.8,4.75,4.75,0,9.42,42.65,5,On-Time,Paid
7699,17/03/2023,Enugu,Fresh Fish,279,74,Van,Sunny,Low,BlueWave Logistics,31.1,1.07,1.07,0,7.51,13.79,5,On-Time,Paid
7700,10/08/2024,Enugu,Fresh Fish,424,239,Truck,Stormy,Medium,FishFleet,24.9,4.07,5.14,64.2,10.26,32.61,3.1,Delayed,Paid
7701,06/09/2023,Ibadan,Frozen Fish,287,98,Truck,Sunny,Medium,EcoMove,24.1,1.67,1.67,0,10.04,13.67,5,On-Time,Paid
7702,15/01/2024,Kaduna,Fresh Fish,910,303,Van,Stormy,Low,EcoMove,34.2,6.09,6.76,40.2,7.44,57.02,3,Delayed,Paid
7703,06/11/2023,Kano,Frozen Fish,296,266,Van,Rainy,Medium,MarineXpress,36.4,5.77,6.91,68.4,11.66,31.94,3.5,Delayed,Pending
7704,10/06/2024,Port Harcourt,Frozen Fish,435,145,Truck,Sunny,High,EcoMove,40.1,2.18,4.51,139.8,6.74,30.12,1,Delayed,Paid
7705,08/01/2023,Ibadan,Frozen Fish,1111,234,Truck,Sunny,High,MarineXpress,29.4,5.62,7.06,86.4,6.94,47.2,1.7,Delayed,Paid
7706,11/06/2023,Port Harcourt,Frozen Fish,1317,784,Van,Rainy,Low,EcoMove,26.2,12.99,13.76,46.2,4.37,251.17,3.9,Delayed,Paid
7707,05/10/2024,Ibadan,Frozen Fish,568,267,Motorcycle,Sunny,Medium,BlueWave Logistics,23.7,4.64,4.64,0,6.24,59.9,4.2,On-Time,Paid
7708,15/12/2024,Enugu,Fresh Fish,409,658,Truck,Sunny,Medium,BlueWave Logistics,35.9,10.8,10.8,0,6.71,137.29,4.9,On-Time,Paid
7709,17/06/2024,Enugu,Fresh Fish,1467,717,Van,Stormy,Low,FishFleet,30.6,10.92,12.29,82.2,5.27,190.47,1.7,Delayed,Paid
7710,05/07/2023,Ibadan,Frozen Fish,1150,103,Van,Sunny,Medium,BlueWave Logistics,34.6,1.62,1.62,0,10.66,13.53,5,On-Time,Paid
7711,30/09/2024,Enugu,Fresh Fish,86,307,Van,Rainy,Medium,FishFleet,35.2,5.67,6.16,29.4,5,85.96,4.7,Delayed,Paid
7712,15/01/2023,Kaduna,Fresh Fish,458,267,Truck,Sunny,Low,EcoMove,26.2,5.18,5.18,0,7.68,48.67,4.6,On-Time,Paid
7713,11/08/2023,Kano,Frozen Fish,1423,555,Van,Sunny,Medium,EcoMove,29.6,10.7,10.7,0,4.21,184.56,5,On-Time,Paid
7714,07/07/2023,Kano,Frozen Fish,893,700,Truck,Sunny,High,EcoMove,36.1,12.82,13.51,41.4,10.19,96.17,3.2,Delayed,Pending
7715,21/07/2023,Port Harcourt,Frozen Fish,1334,217,Truck,Sunny,High,EcoMove,26.7,3.52,4.25,43.8,9.43,32.22,3.7,Delayed,Paid
7716,12/04/2024,Kano,Frozen Fish,873,407,Motorcycle,Sunny,Low,EcoMove,26.3,6.42,6.42,0,11.05,51.57,4.9,On-Time,Paid
7717,05/01/2023,Port Harcourt,Fresh Fish,603,639,Truck,Sunny,High,EcoMove,30.3,12.37,13.33,57.6,9.16,97.66,3.1,Delayed,Paid
7718,03/12/2024,Ibadan,Frozen Fish,1067,287,Truck,Sunny,Medium,BlueWave Logistics,24.3,5.51,5.51,0,11.2,35.88,4.6,On-Time,Paid
7719,28/06/2023,Benin,Frozen Fish,98,65,Truck,Sunny,Low,FishFleet,22.9,0.94,0.94,0,6.97,13.06,4.8,On-Time,Pending
7720,06/07/2023,Ibadan,Frozen Fish,1144,582,Truck,Rainy,Medium,BlueWave Logistics,22.7,8.84,9.17,19.8,4.05,201.19,4.2,Delayed,Paid
7721,30/09/2023,Ibadan,Frozen Fish,295,444,Van,Stormy,Medium,EcoMove,39.5,9.47,10.79,79.2,4.88,127.38,2.3,Delayed,Paid
7722,23/11/2024,Kaduna,Frozen Fish,51,361,Truck,Sunny,Medium,BlueWave Logistics,33.1,6.73,6.73,0,4.77,105.95,5,On-Time,Pending
7723,15/06/2024,Kano,Frozen Fish,1064,112,Van,Sunny,Low,FishFleet,28.4,1.64,1.64,0,7.49,20.93,4.3,On-Time,Paid
7724,06/02/2023,Enugu,Fresh Fish,884,144,Truck,Stormy,Low,BlueWave Logistics,25.5,3.35,4.53,70.8,6.97,28.92,2,Delayed,Pending
7725,10/04/2024,Enugu,Frozen Fish,111,247,Truck,Sunny,Medium,BlueWave Logistics,31.3,3.6,3.6,0,5.69,60.77,4.2,On-Time,Pending
7726,11/08/2023,Lagos,Frozen Fish,929,345,Truck,Rainy,Low,EcoMove,33.5,4.99,6.42,85.8,6.6,73.18,2.6,Delayed,Paid
7727,26/01/2023,Lagos,Fresh Fish,588,610,Motorcycle,Rainy,Low,FishFleet,33.4,14.32,15.31,59.4,9.96,85.74,3.3,Delayed,Pending
7728,28/08/2023,Port Harcourt,Frozen Fish,391,346,Motorcycle,Sunny,High,FishFleet,17.6,7.27,9.29,121.2,9.49,51.04,1,Delayed,Paid
7729,13/04/2024,Benin,Frozen Fish,116,668,Truck,Rainy,High,EcoMove,36.5,16.45,19.18,163.8,9.83,95.14,1,Delayed,Paid
7730,17/06/2023,Port Harcourt,Frozen Fish,930,228,Truck,Sunny,Medium,EcoMove,30.4,3.42,3.42,0,10.21,31.26,4.4,On-Time,Paid
7731,05/08/2023,Enugu,Frozen Fish,1451,177,Truck,Rainy,Low,EcoMove,24.2,4.02,4.6,34.8,11.15,22.22,3.5,Delayed,Paid
7732,25/03/2023,Kano,Frozen Fish,775,720,Truck,Sunny,High,MarineXpress,20.8,14.81,15.48,40.2,8.79,114.68,3,Delayed,Paid
7733,15/02/2024,Port Harcourt,Frozen Fish,888,763,Truck,Rainy,Low,MarineXpress,29.4,11.25,12.21,57.6,11.93,89.54,3.9,Delayed,Paid
7734,21/05/2023,Ibadan,Frozen Fish,106,187,Van,Rainy,Low,EcoMove,35.4,3.63,4.31,40.8,4.98,52.57,2.9,Delayed,Pending
7735,07/06/2023,Enugu,Fresh Fish,1359,459,Truck,Sunny,High,FishFleet,34.9,8.9,10.11,72.6,10.22,62.88,2.3,Delayed,Paid
7736,31/08/2023,Benin,Frozen Fish,242,569,Van,Sunny,Low,FishFleet,32.7,11.47,11.47,0,4.42,180.23,4,On-Time,Pending
7737,09/03/2023,Benin,Frozen Fish,675,791,Truck,Sunny,Medium,BlueWave Logistics,31.7,11.72,11.72,0,5.09,217.56,4.6,On-Time,Paid
7738,01/07/2024,Enugu,Fresh Fish,1195,695,Van,Rainy,Low,BlueWave Logistics,32.8,9.99,11.28,77.4,9.39,103.62,2.9,Delayed,Paid
7739,09/10/2024,Lagos,Fresh Fish,152,102,Van,Sunny,Medium,MarineXpress,31.6,1.55,1.55,0,8.09,17.65,4.7,On-Time,Pending
7740,12/08/2023,Kano,Fresh Fish,716,642,Van,Sunny,Medium,FishFleet,27.4,13.61,13.61,0,4.21,213.49,4.7,On-Time,Paid
7741,15/03/2024,Enugu,Frozen Fish,635,198,Motorcycle,Sunny,Medium,EcoMove,24.9,3.34,3.34,0,4.44,62.43,4.6,On-Time,Pending
7742,07/01/2023,Ibadan,Frozen Fish,403,561,Motorcycle,Sunny,Low,MarineXpress,27,10.5,10.5,0,5.98,131.34,4.2,On-Time,Paid
7743,15/03/2023,Ibadan,Frozen Fish,224,388,Van,Stormy,Low,BlueWave Logistics,31.5,5.96,6.63,40.2,11.77,46.15,3.1,Delayed,Paid
7744,04/11/2023,Kaduna,Fresh Fish,63,362,Van,Stormy,Low,EcoMove,22.9,5.57,6.49,55.2,10.32,49.11,3.6,Delayed,Paid
7745,20/07/2024,Ibadan,Frozen Fish,947,428,Truck,Sunny,High,BlueWave Logistics,26.3,7.55,8.37,49.2,8.28,72.37,3.4,Delayed,Paid
7746,26/01/2024,Enugu,Fresh Fish,728,727,Motorcycle,Rainy,Low,BlueWave Logistics,28.7,11,12.76,105.6,11.16,91.2,1,Delayed,Paid
7747,16/06/2024,Enugu,Fresh Fish,616,394,Van,Stormy,Low,EcoMove,36.2,8.13,8.59,27.6,7.66,72.01,3.5,Delayed,Pending
7748,13/02/2024,Ibadan,Fresh Fish,1099,685,Van,Rainy,Low,MarineXpress,26.4,11.74,13.24,90,7.38,129.95,1.4,Delayed,Paid
7749,26/08/2023,Lagos,Fresh Fish,93,149,Truck,Sunny,Medium,BlueWave Logistics,28.7,2.17,2.17,0,9.23,22.6,5,On-Time,Paid
7750,25/06/2023,Kano,Frozen Fish,87,556,Van,Sunny,Low,BlueWave Logistics,27.5,10.86,10.86,0,8.66,89.88,5,On-Time,Paid
7751,20/07/2023,Benin,Frozen Fish,897,514,Motorcycle,Rainy,Medium,EcoMove,29.4,7.77,8.57,48,5.71,126.02,3.6,Delayed,Paid
7752,01/05/2024,Enugu,Frozen Fish,573,425,Truck,Sunny,Low,BlueWave Logistics,27.1,7.31,7.31,0,7.87,75.6,4.5,On-Time,Paid
